date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
25-03-2025,2025,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Gujarat Titans,Gujarat Titans,field,243,5,232,5,Punjab Kings,complete,11,0,SS Iyer,Prakash Bhatt,A Bengeri,Vinod Seshan,J Madanagopal,TM Srivastava,20,"Priyansh Arya, P Simran Singh, SS Iyer, Azmatullah Omarzai, GJ Maxwell, MP Stoinis, Shashank Singh, Suryansh Shedge, M Jansen, Arshdeep Singh, YS Chahal, Vijaykumar Vyshak","B Sai Sudharsan, Shubman Gill, JC Buttler, SE Rutherford, R Tewatia, M Shahrukh Khan, Arshad Khan, R Sai Kishore, Rashid Khan, K Rabada, Mohammed Siraj, M Prasidh Krishna"
26-03-2025,2025,Guwahati,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,151,9,153,2,Kolkata Knight Riders,complete,0,8,Q de Kock,Shakti Singh,A Totre,R Pandit,AT Holdstock,K Kelkar,20,"YBK Jaiswal, SV Samson, R Parag, N Rana, PWH de Silva, Dhruv Jurel, SB Dubey, SO Hetmyer, JC Archer, M Theekshana, TU Deshpande, Sandeep Sharma","CV Varun, MM Ali, Q de Kock, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, Ramandeep Singh, SH Johnson, VG Arora, Harshit Rana"
27-03-2025,2025,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,190,9,193,5,Lucknow Super Giants,complete,0,5,SN Thakur,V Narayan Kutty,Abhijit Bhattacharya,UV Gandhe,VK Sharma,AK Argal,20,"TM Head, Abhishek Sharma, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, A Manohar, PJ Cummins, HV Patel, Mohammed Shami, Simarjeet Singh, A Zampa","DS Rathi, MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Ravi Bishnoi, Prince Yadav, Avesh Khan"
28-03-2025,2025,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,196,7,146,8,Royal Challengers Bengaluru,complete,50,0,RM Patidar,J Srinath,Nitin Menon,HAS Khalid,KN Ananthapadmanabhan,Bhavesh Patel,20,"Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal","M Pathirana, R Ravindra, RA Tripathi, RD Gaikwad, DJ Hooda, SM Curran, S Dube, RA Jadeja, R Ashwin, MS Dhoni, Noor Ahmad, KK Ahmed"
29-03-2025,2025,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,196,8,160,6,Gujarat Titans,complete,36,0,M Prasidh Krishna,Prakash Bhatt,A Bengeri,Vinod Seshan,J Madanagopal,TM Srivastava,20,"I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, M Shahrukh Khan, SE Rutherford, R Tewatia, Rashid Khan, K Rabada, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna","PVSN Raju, RG Sharma, RD Rickelton, Tilak Varma, SA Yadav, R Minz, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, Mujeeb Ur Rahman"
30-03-2025,2025,Visakhapatnam,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,163,10,166,3,Delhi Capitals,complete,0,7,MA Starc,V Narayan Kutty,Abhijit Bhattacharya,UV Gandhe,VK Sharma,AK Argal,20,"Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, Aniket Verma, H Klaasen, A Manohar, PJ Cummins, PWA Mulder, HV Patel, Mohammed Shami, Zeeshan Ansari","J Fraser-McGurk, F du Plessis, Abishek Porel, KL Rahul, T Stubbs, AR Patel, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma, Mukesh Kumar"
30-03-2025,2025,Guwahati,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,182,9,176,6,Rajasthan Royals,complete,6,0,N Rana,Shakti Singh,AT Holdstock,A Totre,R Pandit,K Kelkar,20,"YBK Jaiswal, SV Samson, N Rana, R Parag, Dhruv Jurel, PWH de Silva, SO Hetmyer, JC Archer, K Kartikeya, M Theekshana, TU Deshpande, Sandeep Sharma","M Pathirana, R Ravindra, RA Tripathi, RD Gaikwad, S Dube, V Shankar, RA Jadeja, MS Dhoni, J Overton, R Ashwin, Noor Ahmad, KK Ahmed"
31-03-2025,2025,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,116,10,121,2,Mumbai Indians,complete,0,8,Ashwani Kumar,J Srinath,MV Saidharshan Kumar,HAS Khalid,Nitin Menon,Bhavesh Patel,20,"Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, MK Pandey, AD Russell, Ramandeep Singh, Harshit Rana, SH Johnson, CV Varun","V Puthur, RG Sharma, RD Rickelton, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, Ashwani Kumar"
01-04-2025,2025,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,171,7,177,2,Punjab Kings,complete,0,8,P Simran Singh,Prakash Bhatt,A Bengeri,Vinod Seshan,J Madanagopal,TM Srivastava,20,"M Siddharth, AK Markram, MR Marsh, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Avesh Khan, Ravi Bishnoi, DS Rathi","YS Chahal, Priyansh Arya, P Simran Singh, SS Iyer, N Wadhera, GJ Maxwell, MP Stoinis, Shashank Singh, Suryansh Shedge, M Jansen, LH Ferguson, Arshdeep Singh"
02-04-2025,2025,Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,169,8,170,2,Gujarat Titans,complete,0,8,Mohammed Siraj,V Narayan Kutty,Abhijit Bhattacharya,UV Gandhe,VK Sharma,AK Argal,20,"Rasikh Salam, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, KH Pandya, TH David, B Kumar, JR Hazlewood, Yash Dayal","I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, SE Rutherford, M Shahrukh Khan, R Tewatia, Arshad Khan, Rashid Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna"
03-04-2025,2025,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,200,6,120,10,Kolkata Knight Riders,complete,80,0,VG Arora,Shakti Singh,AT Holdstock,A Totre,R Pandit,K Kelkar,20,"VG Arora, Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, MM Ali, Ramandeep Singh, Harshit Rana, CV Varun","Zeeshan Ansari, TM Head, Abhishek Sharma, Ishan Kishan, Nithish Kumar Reddy, PHKD Mendis, H Klaasen, Aniket Verma, PJ Cummins, HV Patel, Simarjeet Singh, Mohammed Shami"
04-04-2025,2025,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,203,8,191,5,Lucknow Super Giants,complete,12,0,DS Rathi,J Srinath,Nitin Menon,MV Saidharshan Kumar,KN Ananthapadmanabhan,HAS Khalid,20,"Ravi Bishnoi, MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Akash Deep, Avesh Khan, DS Rathi","V Puthur, WG Jacks, RD Rickelton, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, MJ Santner, RA Bawa, DL Chahar, TA Boult, Ashwani Kumar"
05-04-2025,2025,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,Punjab Kings,Punjab Kings,field,205,4,155,9,Rajasthan Royals,complete,50,0,JC Archer,V Narayan Kutty,K Swaroopanand,UV Gandhe,VK Sharma,AK Argal,20,"K Kartikeya, YBK Jaiswal, SV Samson, R Parag, N Rana, SO Hetmyer, Dhruv Jurel, PWH de Silva, JC Archer, M Theekshana, Yudhvir Singh, Sandeep Sharma","YS Chahal, Priyansh Arya, P Simran Singh, SS Iyer, MP Stoinis, N Wadhera, GJ Maxwell, Shashank Singh, Suryansh Shedge, M Jansen, Arshdeep Singh, LH Ferguson"
05-04-2025,2025,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,183,6,158,5,Delhi Capitals,complete,25,0,KL Rahul,Prakash Bhatt,A Bengeri,P Joshi,Vinod Seshan,TM Srivastava,20,"Mukesh Kumar, J Fraser-McGurk, KL Rahul, Abishek Porel, AR Patel, Sameer Rizvi, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma","M Pathirana, R Ravindra, DP Conway, RD Gaikwad, V Shankar, S Dube, RA Jadeja, MS Dhoni, R Ashwin, Noor Ahmad, Mukesh Choudhary, KK Ahmed"
06-04-2025,2025,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,152,8,153,3,Gujarat Titans,complete,0,7,Mohammed Siraj,J Srinath,KN Ananthapadmanabhan,MV Saidharshan Kumar,Nitin Menon,HAS Khalid,20,"Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, PHKD Mendis, PJ Cummins, Simarjeet Singh, Mohammed Shami, Zeeshan Ansari, JD Unadkat","I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, SE Rutherford, R Tewatia, M Shahrukh Khan, Rashid Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna"
07-04-2025,2025,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,221,5,209,9,Royal Challengers Bengaluru,complete,12,0,RM Patidar,Prakash Bhatt,P Joshi,Vinod Seshan,J Madanagopal,TM Srivastava,20,"PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal, Suyash Sharma","V Puthur, RG Sharma, RD Rickelton, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, JJ Bumrah"
08-04-2025,2025,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Chennai Super Kings,Punjab Kings,bat,219,6,201,5,Punjab Kings,complete,18,0,Priyansh Arya,V Narayan Kutty,Abhijit Bhattacharya,UV Gandhe,VK Sharma,AK Argal,20,"Priyansh Arya, P Simran Singh, SS Iyer, MP Stoinis, N Wadhera, GJ Maxwell, Shashank Singh, M Jansen, YS Chahal, Arshdeep Singh, LH Ferguson, Yash Thakur","M Pathirana, R Ravindra, DP Conway, RD Gaikwad, S Dube, MS Dhoni, RA Jadeja, V Shankar, R Ashwin, Noor Ahmad, Mukesh Choudhary, KK Ahmed"
08-04-2025,2025,Kolkata,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,238,3,234,7,Lucknow Super Giants,complete,4,0,N Pooran,Shakti Singh,AT Holdstock,A Totre,R Pandit,Anish Sahasrabudhe,20,"AK Markram, MR Marsh, N Pooran, Abdul Samad, DA Miller, RR Pant, A Badoni, SN Thakur, Akash Deep, Avesh Khan, DS Rathi, Ravi Bishnoi","CV Varun, Q de Kock, SP Narine, AM Rahane, VR Iyer, Ramandeep Singh, A Raghuvanshi, AD Russell, RK Singh, Harshit Rana, VG Arora, SH Johnson"
09-04-2025,2025,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,217,6,159,10,Gujarat Titans,complete,58,0,B Sai Sudharsan,Shakti Singh,A Totre,R Pandit,AT Holdstock,Anish Sahasrabudhe,20,"K Khejroliya, B Sai Sudharsan, Shubman Gill, JC Buttler, M Shahrukh Khan, SE Rutherford, R Tewatia, Rashid Khan, Arshad Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna","Fazalhaq Farooqi, YBK Jaiswal, SV Samson, N Rana, R Parag, Dhruv Jurel, SO Hetmyer, SB Dubey, JC Archer, M Theekshana, TU Deshpande, Sandeep Sharma"
10-04-2025,2025,Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,163,7,169,4,Delhi Capitals,complete,0,6,KL Rahul,J Srinath,KN Ananthapadmanabhan,MV Saidharshan Kumar,Nitin Menon,HAS Khalid,20,"PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, KH Pandya, TH David, B Kumar, JR Hazlewood, Yash Dayal, Suyash Sharma","F du Plessis, J Fraser-McGurk, Abishek Porel, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma, Mukesh Kumar"
11-04-2025,2025,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,103,9,107,2,Kolkata Knight Riders,complete,0,8,SP Narine,Prakash Bhatt,CB Gaffaney,P Joshi,Vinod Seshan,TM Srivastava,20,"R Ravindra, DP Conway, RA Tripathi, V Shankar, S Dube, R Ashwin, RA Jadeja, DJ Hooda, MS Dhoni, Noor Ahmad, A Kamboj, KK Ahmed","Q de Kock, SP Narine, AM Rahane, RK Singh, VR Iyer, AD Russell, Ramandeep Singh, VG Arora, MM Ali, Harshit Rana, CV Varun"
12-04-2025,2025,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,245,6,247,2,Sunrisers Hyderabad,complete,0,8,Abhishek Sharma,Shakti Singh,A Totre,K Kelkar,AT Holdstock,Anish Sahasrabudhe,20,"Yash Thakur, Priyansh Arya, P Simran Singh, SS Iyer, N Wadhera, Shashank Singh, GJ Maxwell, MP Stoinis, M Jansen, YS Chahal, Arshdeep Singh, LH Ferguson","E Malinga, TM Head, Abhishek Sharma, H Klaasen, Ishan Kishan, Nithish Kumar Reddy, Aniket Verma, PJ Cummins, HV Patel, Mohammed Shami, Zeeshan Ansari, A Manohar"
12-04-2025,2025,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,180,6,186,4,Lucknow Super Giants,complete,0,6,AK Markram,V Narayan Kutty,K Swaroopanand,UV Gandhe,MA Gough,AK Argal,20,"M Prasidh Krishna, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, SE Rutherford, M Shahrukh Khan, R Tewatia, Rashid Khan, Arshad Khan, R Sai Kishore, Mohammed Siraj","DS Rathi, AK Markram, RR Pant, N Pooran, A Badoni, DA Miller, Abdul Samad, Himmat Singh, SN Thakur, Akash Deep, Avesh Khan, Ravi Bishnoi"
13-04-2025,2025,Jaipur,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,173,4,175,1,Royal Challengers Bengaluru,complete,0,9,PD Salt,J Srinath,Nitin Menon,MV Saidharshan Kumar,KN Ananthapadmanabhan,HAS Khalid,20,"K Kartikeya, YBK Jaiswal, SV Samson, R Parag, Dhruv Jurel, SO Hetmyer, N Rana, PWH de Silva, JC Archer, M Theekshana, Sandeep Sharma, TU Deshpande","Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal"
13-04-2025,2025,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,205,5,193,10,Mumbai Indians,complete,12,0,KV Sharma,Prakash Bhatt,CB Gaffaney,Vinod Seshan,J Madanagopal,TM Srivastava,20,"KV Sharma, RG Sharma, RD Rickelton, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, WG Jacks, MJ Santner, DL Chahar, TA Boult, JJ Bumrah","Mukesh Kumar, J Fraser-McGurk, Abishek Porel, KK Nair, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma"
14-04-2025,2025,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,166,7,168,5,Chennai Super Kings,complete,0,5,MS Dhoni,V Narayan Kutty,UV Gandhe,VK Sharma,MA Gough,AK Argal,20,"Ravi Bishnoi, AK Markram, MR Marsh, N Pooran, RR Pant, A Badoni, Abdul Samad, DA Miller, SN Thakur, DS Rathi, Akash Deep, Avesh Khan","M Pathirana, SK Rasheed, R Ravindra, RA Tripathi, RA Jadeja, S Dube, V Shankar, MS Dhoni, J Overton, A Kamboj, Noor Ahmad, KK Ahmed"
15-04-2025,2025,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,111,10,95,10,Punjab Kings,complete,16,0,YS Chahal,J Srinath,M Krishnadas,MV Saidharshan Kumar,KN Ananthapadmanabhan,HAS Khalid,20,"Priyansh Arya, P Simran Singh, SS Iyer, JP Inglis, N Wadhera, GJ Maxwell, Suryansh Shedge, Shashank Singh, M Jansen, XC Bartlett, Arshdeep Singh, YS Chahal","CV Varun, Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, Ramandeep Singh, Harshit Rana, VG Arora, A Nortje"
16-04-2025,2025,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,201,5,199,7,,tie,0,0,MA Starc,Shakti Singh,A Totre,K Kelkar,R Pandit,Anish Sahasrabudhe,20,"Mukesh Kumar, J Fraser-McGurk, Abishek Porel, KK Nair, KL Rahul, T Stubbs, AR Patel, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma","YBK Jaiswal, SV Samson, R Parag, N Rana, Dhruv Jurel, SO Hetmyer, PWH de Silva, JC Archer, M Theekshana, Sandeep Sharma, TU Deshpande, SB Dubey"
17-04-2025,2025,Mumbai,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,162,5,166,6,Mumbai Indians,complete,0,4,WG Jacks,Prakash Bhatt,J Madanagopal,Vinod Seshan,CB Gaffaney,P Joshi,20,"RD Chahar, Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, PJ Cummins, HV Patel, Mohammed Shami, Zeeshan Ansari, E Malinga","KV Sharma, RD Rickelton, RG Sharma, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, JJ Bumrah"
18-04-2025,2025,Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,95,9,98,5,Punjab Kings,complete,0,5,TH David,V Narayan Kutty,UV Gandhe,VK Sharma,MA Gough,K Swaroopanand,20,"PD Salt, V Kohli, RM Patidar, LS Livingstone, JM Sharma, KH Pandya, TH David, MS Bhandage, B Kumar, Yash Dayal, JR Hazlewood, Suyash Sharma","YS Chahal, Priyansh Arya, P Simran Singh, SS Iyer, JP Inglis, N Wadhera, Shashank Singh, MP Stoinis, Harpreet Brar, M Jansen, XC Bartlett, Arshdeep Singh"
19-04-2025,2025,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,203,8,204,3,Gujarat Titans,complete,0,7,JC Buttler,R Seth,A Totre,K Kelkar,AT Holdstock,Anish Sahasrabudhe,20,"Abishek Porel, KK Nair, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, D Ferreira, MA Starc, Kuldeep Yadav, MM Sharma, Mukesh Kumar","I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, SE Rutherford, R Tewatia, Rashid Khan, M Shahrukh Khan, Arshad Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna"
19-04-2025,2025,Jaipur,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,180,5,178,5,Lucknow Super Giants,complete,2,0,Avesh Khan,Prakash Bhatt,J Madanagopal,Vinod Seshan,CB Gaffaney,P Joshi,20,"MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, DS Rathi, SN Thakur, Ravi Bishnoi, Prince Yadav, Avesh Khan","Sandeep Sharma, YBK Jaiswal, V Suryavanshi, N Rana, R Parag, Dhruv Jurel, SO Hetmyer, SB Dubey, PWH de Silva, JC Archer, M Theekshana, TU Deshpande"
20-04-2025,2025,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,176,5,177,1,Mumbai Indians,complete,0,9,RG Sharma,V Narayan Kutty,Abhijit Bhattacharya,VK Sharma,MA Gough,K Swaroopanand,20,"R Ashwin, SK Rasheed, R Ravindra, A Mhatre, RA Jadeja, S Dube, MS Dhoni, J Overton, V Shankar, Noor Ahmad, KK Ahmed, M Pathirana","Ashwani Kumar, RD Rickelton, RG Sharma, SA Yadav, WG Jacks, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, JJ Bumrah"
20-04-2025,2025,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,157,6,159,3,Royal Challengers Bengaluru,complete,0,7,V Kohli,J Srinath,KM Gandhi,MV Saidharshan Kumar,Nitin Menon,M Krishnadas,20,"Harpreet Brar, Priyansh Arya, P Simran Singh, SS Iyer, JP Inglis, N Wadhera, Shashank Singh, MP Stoinis, M Jansen, XC Bartlett, Arshdeep Singh, YS Chahal","Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, JM Sharma, R Shepherd, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal"
21-04-2025,2025,Kolkata,"Eden Gardens, Kolkata",Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,198,3,159,8,Gujarat Titans,complete,39,0,Shubman Gill,R Seth,Anish Sahasrabudhe,R Pandit,A Totre,Amit Rana,20,"SE Rutherford, B Sai Sudharsan, Shubman Gill, JC Buttler, R Tewatia, M Shahrukh Khan, Rashid Khan, Washington Sundar, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna, I Sharma","VG Arora, Rahmanullah Gurbaz, SP Narine, AM Rahane, VR Iyer, RK Singh, AD Russell, Ramandeep Singh, MM Ali, A Raghuvanshi, Harshit Rana, CV Varun"
22-04-2025,2025,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,159,6,161,2,Delhi Capitals,complete,0,8,Mukesh Kumar,J Srinath,KM Gandhi,MV Saidharshan Kumar,KN Ananthapadmanabhan,M Krishnadas,20,"AK Markram, MR Marsh, N Pooran, Abdul Samad, DA Miller, A Badoni, RR Pant, SN Thakur, Ravi Bishnoi, DS Rathi, Avesh Khan, Prince Yadav","Abishek Porel, KK Nair, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, PVD Chameera, Kuldeep Yadav, Mukesh Kumar"
23-04-2025,2025,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,143,8,146,3,Mumbai Indians,complete,0,7,TA Boult,IR Siddiqui,J Madanagopal,Vinod Seshan,CB Gaffaney,A Bengeri,20,"TM Head, Abhishek Sharma, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, A Manohar, PJ Cummins, HV Patel, JD Unadkat, Zeeshan Ansari, E Malinga","V Puthur, RD Rickelton, RG Sharma, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, JJ Bumrah"
24-04-2025,2025,Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,205,5,194,9,Royal Challengers Bengaluru,complete,11,0,JR Hazlewood,R Seth,MA Gough,UV Gandhe,VK Sharma,K Swaroopanand,20,"Suyash Sharma, PD Salt, V Kohli, D Padikkal, TH David, RM Patidar, JM Sharma, R Shepherd, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal","Sandeep Sharma, YBK Jaiswal, V Suryavanshi, N Rana, R Parag, Dhruv Jurel, SO Hetmyer, SB Dubey, JC Archer, PWH de Silva, TU Deshpande, Fazalhaq Farooqi"
25-04-2025,2025,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,154,10,155,5,Sunrisers Hyderabad,complete,0,5,HV Patel,J Srinath,M Krishnadas,Nitin Menon,KN Ananthapadmanabhan,KM Gandhi,20,"SK Rasheed, A Mhatre, SM Curran, RA Jadeja, D Brevis, S Dube, DJ Hooda, MS Dhoni, A Kamboj, Noor Ahmad, KK Ahmed, M Pathirana","Zeeshan Ansari, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, Aniket Verma, PHKD Mendis, Nithish Kumar Reddy, PJ Cummins, HV Patel, JD Unadkat, Mohammed Shami"
26-04-2025,2025,Kolkata,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,201,4,7,0,,no result,0,0,,R Seth,AT Holdstock,Anish Sahasrabudhe,A Totre,Amit Rana,20,"Harpreet Brar, Priyansh Arya, P Simran Singh, SS Iyer, GJ Maxwell, M Jansen, JP Inglis, Shashank Singh, N Wadhera, Azmatullah Omarzai, YS Chahal, Arshdeep Singh","C Sakariya, Rahmanullah Gurbaz, SP Narine, VR Iyer, AM Rahane, RK Singh, AD Russell, R Powell, VG Arora, Harshit Rana, CV Varun, A Raghuvanshi"
27-04-2025,2025,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,215,7,161,10,Mumbai Indians,complete,54,0,WG Jacks,DS Manohar,CB Gaffaney,J Madanagopal,Vinod Seshan,A Bengeri,20,"JJ Bumrah, RD Rickelton, RG Sharma, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, C Bosch, DL Chahar, TA Boult, KV Sharma","MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, Ravi Bishnoi, Avesh Khan, Prince Yadav, DS Rathi, MP Yadav"
